Date,AvgFreq_Hz,FreqVariationIndex,Freq_4990_5005_pct,Freq_below_4990_pct,Bhutan_Exchange_MU,Bhutan_DayPeak_MW,Bhutan_DayAvg_MW,Nepal_Exchange_MU,Nepal_DayPeak_MW,Nepal_DayAvg_MW,Bangladesh_Exchange_MU,Bangladesh_DayPeak_MW,Bangladesh_DayAvg_MW,Flow_East_to_North,Flow_East_to_NorthEast,Flow_East_to_South,Flow_East_to_West,Flow_NorthEast_to_North,Flow_West_to_North,Flow_West_to_South
07-09-2023,50.01,0.034,80.08,2.18,31.3,1305.0,9.1,414.0,379.0,-25.3,-1145.0,-1053.0,,-93.7,-11.0,-63.6,9.5,-14.6,-305.5,55.7
08-09-2023,50.01,0.032,82.88,2.7,31.7,1321.0,9.4,391.0,390.0,-25.2,-1106.0,-1052.0,,-110.9,-11.9,-63.4,-0.3,-14.5,-300.5,26.0
09-09-2023,49.99,0.028,83.33,5.22,30.7,1277.0,11.0,435.0,459.0,-25.7,-1109.0,-1069.0,,-100.5,-15.4,-67.2,12.2,-14.7,-260.2,26.0
10-09-2023,50.0,0.028,83.44,3.65,32.2,1342.0,9.8,393.0,409.0,-26.0,-1097.0,-1083.0,,-71.9,-6.4,-64.6,29.2,-17.0,-209.5,22.3
11-09-2023,50.01,0.024,82.37,1.15,31.4,1308.0,10.5,443.0,436.0,-25.5,-1099.0,-1061.0,,-70.0,-16.5,-74.2,22.4,-16.8,-239.5,-13.4
12-09-2023,49.99,0.033,82.01,7.01,33.8,1410.0,10.1,447.0,420.0,-25.4,-1105.0,-1060.0,,-78.9,-17.3,-78.2,10.5,-17.2,-225.1,-22.7
13-09-2023,49.99,0.028,85.86,5.71,31.4,1307.0,9.7,409.0,402.0,-25.7,-1122.0,-1071.0,,-82.1,-14.7,-79.1,5.9,-16.9,-233.5,-28.0
14-09-2023,49.98,0.041,81.69,11.64,27.2,1134.0,9.4,393.0,391.0,-25.7,-1119.0,-1070.0,,-80.6,-16.0,-74.5,-1.1,-16.8,-276.2,-17.9
15-09-2023,50.0,0.033,75.96,5.83,27.9,1161.0,9.7,385.0,403.0,-25.4,-1107.0,-1059.0,,-73.8,-18.2,-90.9,8.4,-17.0,-204.1,-30.2
16-09-2023,50.0,0.045,75.07,6.62,23.0,960.0,10.8,431.0,450.0,-25.6,-1107.0,-1065.0,,-64.2,-21.4,-82.9,16.0,-16.9,-184.9,-76.3
17-09-2023,50.01,0.042,65.38,6.08,20.4,851.0,9.6,439.0,401.0,-26.4,-1116.0,-1098.0,,-32.2,-22.3,-77.8,46.3,-16.9,-129.7,-86.7
18-09-2023,50.02,0.039,73.89,2.3,21.0,874.0,5.4,358.0,223.0,-25.5,-1121.0,-1063.0,,-40.6,-17.9,-90.3,40.8,-17.0,-153.0,-97.7
19-09-2023,50.01,0.036,75.31,5.46,20.9,872.0,11.0,467.0,457.0,-25.1,-1093.0,-1044.0,,-54.2,-16.3,-95.0,33.3,-17.1,-197.5,-108.0
20-09-2023,50.0,0.027,79.41,3.45,19.4,809.0,11.0,405.0,458.0,-23.4,-1095.0,-975.0,,-61.6,-15.2,-100.4,17.9,-16.9,-168.6,-140.5
21-09-2023,50.02,0.033,72.62,2.33,31.7,1321.0,10.3,464.0,430.0,-24.9,-1082.0,-1036.0,,-97.4,-10.0,-106.0,11.7,-17.0,-171.1,-132.2
22-09-2023,50.01,0.02,83.08,1.06,34.8,1451.0,12.5,590.0,522.0,-24.7,-1080.0,-1030.0,,-121.9,-8.7,-106.9,0.2,-16.8,-178.8,-143.7
23-09-2023,50.0,0.035,80.39,4.61,37.2,1550.0,15.0,608.0,625.0,-24.7,-1081.0,-1028.0,,-103.6,-12.1,-97.0,-0.3,-16.9,-143.9,-118.8
24-09-2023,50.03,0.064,64.97,3.16,34.7,1445.0,14.9,608.0,620.0,-24.5,-1096.0,-1019.0,,-94.0,-12.9,-86.1,10.2,-16.9,-132.9,-61.4
25-09-2023,49.99,0.023,87.4,3.89,34.8,1451.0,14.6,529.0,610.0,-25.2,-1104.0,-1051.0,,-83.7,-12.8,-90.9,13.8,-14.1,-151.7,-74.7
26-09-2023,49.99,0.035,79.69,8.48,34.5,1437.0,13.1,742.0,545.0,-25.0,-1091.0,-1042.0,,-93.4,-14.2,-89.9,10.8,-12.3,-197.5,-53.3
27-09-2023,49.98,0.049,75.88,12.53,28.6,1190.0,11.8,484.0,493.0,-24.8,-1084.0,-1032.0,,-83.5,-14.6,-83.8,19.7,-13.2,-201.7,-49.9
28-09-2023,50.0,0.03,81.3,4.48,26.0,1083.0,12.6,539.0,524.0,-24.7,-1081.0,-1029.0,,-77.9,-18.3,-81.1,23.9,-12.1,-180.5,-52.7
29-09-2023,50.0,0.036,77.13,7.33,24.5,1019.0,13.0,462.0,541.0,-24.9,-1085.0,-1037.0,,-74.3,-19.2,-84.0,29.1,-12.1,-190.1,-40.5
30-09-2023,49.99,0.041,76.49,7.4,23.3,969.0,12.9,564.0,537.0,-24.8,-1093.0,-1034.0,,-81.4,-19.1,-85.2,2.7,-12.0,-189.5,-21.9
01-10-2023,50.0,0.038,77.52,6.27,20.3,845.0,13.9,556.0,580.0,-25.3,-1088.0,-1055.0,,-101.7,-16.3,-81.1,0.6,-12.2,-174.8,-11.9
02-10-2023,49.99,0.028,82.93,4.77,25.4,1060.0,13.2,559.0,551.0,-25.4,-1089.0,-1056.0,,-99.6,-16.6,-89.4,20.5,-12.3,-146.0,-30.6
03-10-2023,49.99,0.073,66.92,12.13,26.1,1087.0,13.5,576.0,564.0,-24.7,-1081.0,-1028.0,,-107.1,-12.2,-96.6,4.7,-12.1,-137.9,-111.4
04-10-2023,49.96,0.093,68.47,21.1,36.0,1500.0,15.8,511.0,659.0,-24.2,-1052.0,-1008.0,,-79.5,-7.1,-102.7,4.1,-12.1,-131.2,-141.9
05-10-2023,49.99,0.048,75.67,9.56,40.9,1705.0,14.9,600.0,619.0,-23.9,-1077.0,-996.0,,-71.0,-2.4,-111.5,15.0,-12.2,-120.4,-173.1
06-10-2023,49.99,0.052,73.62,9.62,38.7,1611.0,16.2,594.0,675.0,-23.9,-1062.0,-994.0,,-60.6,5.8,-106.6,22.1,-12.3,-117.0,-165.3
07-10-2023,49.96,0.119,69.94,21.11,36.3,1512.0,16.2,622.0,674.0,-24.4,-1064.0,-1016.0,,-46.0,-0.8,-102.6,29.2,-16.9,-117.5,-157.0
08-10-2023,50.0,0.052,71.26,7.97,34.4,1431.0,15.8,568.0,658.0,-24.0,-1047.0,-1000.0,,-53.1,1.6,-103.5,15.8,-16.9,-130.9,-152.0
09-10-2023,49.97,0.097,67.84,19.1,30.9,1285.0,14.4,579.0,600.0,-24.4,-1082.0,-1018.0,,-50.3,6.7,-108.9,13.8,-17.0,-131.8,-172.5
10-10-2023,49.98,0.097,63.5,18.51,26.8,1115.0,14.2,574.0,593.0,-24.6,-1087.0,-1026.0,,-49.8,2.1,-113.3,19.3,-17.1,-149.3,-170.1
11-10-2023,49.97,0.081,70.06,18.47,27.3,1138.0,10.0,462.0,418.0,-24.5,-1082.0,-1021.0,,-53.1,-2.0,-106.1,17.7,-16.9,-177.1,-132.2
12-10-2023,50.0,0.046,72.0,9.61,25.8,1077.0,15.1,593.0,630.0,-24.5,-1082.0,-1021.0,,-55.8,-4.6,-100.8,10.7,-14.6,-172.4,-129.3
13-10-2023,50.01,0.032,75.19,5.13,23.8,990.0,15.2,625.0,631.0,-24.3,-1080.0,-1012.0,,-50.7,-6.0,-100.0,6.5,-15.7,-172.9,-132.3
14-10-2023,50.0,0.046,69.69,10.91,21.2,885.0,16.0,597.0,665.0,-24.5,-1078.0,-1020.0,,-58.4,-5.9,-111.3,7.7,-16.0,-139.6,-144.2
15-10-2023,50.0,0.034,78.01,6.13,20.0,831.0,15.0,576.0,626.0,-24.5,-1079.0,-1023.0,,-58.6,-8.0,-114.7,2.3,-16.5,-101.3,-109.9
16-10-2023,49.99,0.135,67.88,9.9,17.7,739.0,14.4,553.0,598.0,-24.4,-1073.0,-1018.0,,-38.1,-5.0,-119.0,14.1,-16.5,-72.8,-134.1
17-10-2023,50.0,0.056,69.83,9.93,16.1,672.0,14.2,583.0,591.0,-24.0,-1070.0,-1000.0,,-16.6,-11.2,-113.7,16.8,-16.7,-12.4,-122.8
18-10-2023,49.99,0.04,77.09,7.96,14.9,619.0,14.5,579.0,604.0,-23.9,-1070.0,-996.0,,-21.2,-8.6,-102.9,21.4,-13.8,-20.3,13.7
19-10-2023,49.99,0.052,73.29,10.42,13.5,563.0,15.4,610.0,643.0,-23.8,-1058.0,-992.0,,-38.5,-5.9,-106.8,4.2,-14.4,-40.4,-102.6
20-10-2023,50.01,0.028,80.44,3.17,12.5,520.0,15.0,594.0,625.0,-22.3,-1037.0,-931.0,,-50.1,-7.9,-108.6,-0.4,-14.5,-69.0,-46.6
21-10-2023,50.0,0.03,81.5,3.69,10.8,451.0,16.6,635.0,693.0,-23.9,-1046.0,-998.0,,-70.5,-12.8,-102.9,-15.6,-14.8,-75.6,-46.4
22-10-2023,50.0,0.035,74.92,5.69,11.0,459.0,17.0,654.0,707.0,-24.6,-1041.0,-1023.0,,-83.1,-7.2,-104.5,-29.1,-14.5,-71.5,-38.6
23-10-2023,50.01,0.032,76.02,2.42,9.3,386.0,17.1,861.0,711.0,-25.0,-1080.0,-1043.0,,-79.2,-9.1,-104.2,-25.7,-16.8,-63.3,-53.8
24-10-2023,50.01,0.024,81.01,1.57,8.5,352.0,18.7,861.0,780.0,-24.8,-1060.0,-1034.0,,-67.3,-8.5,-102.9,-24.3,-16.9,-49.5,-91.0
25-10-2023,50.0,0.03,79.58,4.16,8.1,339.0,16.7,650.0,694.0,-22.7,-1074.0,-945.0,,-72.5,-10.5,-110.3,-31.0,-17.0,-58.9,-43.8
26-10-2023,50.0,0.035,78.29,5.35,6.9,287.0,16.2,650.0,677.0,-25.1,-1069.0,-1045.0,,-70.7,-10.3,-111.9,-21.9,-16.9,-75.8,-33.4
27-10-2023,50.01,0.036,76.32,3.6,5.8,243.0,15.9,565.0,664.0,-24.9,-1061.0,-1037.0,,-67.8,-11.6,-111.2,-21.0,-16.8,-85.7,-82.1
28-10-2023,49.98,0.053,74.64,12.06,5.3,223.0,12.2,557.0,508.0,-25.0,-1072.0,-1040.0,,-76.6,-11.3,-106.6,-20.9,-17.1,-111.1,-77.2
29-10-2023,50.0,0.03,79.95,4.18,5.0,206.0,14.5,556.0,605.0,-25.1,-1070.0,-1046.0,,-73.8,-11.9,-100.3,-39.8,-17.1,-99.9,-16.0
30-10-2023,50.0,0.036,74.28,4.8,5.6,232.0,11.5,462.0,480.0,-24.8,-1070.0,-1032.0,,-73.2,-10.9,-87.0,-40.0,-16.9,-105.1,-38.4
31-10-2023,49.99,0.035,79.61,5.74,4.0,165.0,11.6,434.0,484.0,-24.6,-1072.0,-1026.0,,-69.2,-13.4,-85.5,-39.1,-17.1,-101.8,-29.3
01-11-2023,49.99,0.033,79.58,5.89,4.0,165.0,9.2,407.0,385.0,-24.9,-1082.0,-1037.0,,-70.6,-10.2,-83.3,-40.0,-13.9,-104.3,-81.3
02-11-2023,49.98,0.033,79.58,5.89,3.5,144.0,10.3,382.0,428.0,-24.8,-1081.0,-1032.0,,-67.7,-7.3,-81.8,-50.8,-12.1,-91.3,-82.0
03-11-2023,49.98,0.055,78.62,10.66,1.8,75.0,8.5,374.0,356.0,-24.6,-1074.0,-1024.0,,-80.4,-8.2,-86.9,-49.3,-12.1,-104.7,-83.9
04-11-2023,49.99,0.047,76.18,10.51,2.8,117.0,10.0,449.0,415.0,-22.3,-1075.0,-931.0,,-78.3,-10.5,-90.3,-44.8,-12.1,-102.2,-44.4
05-11-2023,50.0,0.031,82.22,5.09,1.8,75.0,10.3,413.0,428.0,-22.0,-940.0,-917.0,,-76.5,-7.1,-101.9,-19.8,-12.1,-109.1,-61.3
06-11-2023,50.01,0.03,77.51,2.47,3.5,145.0,9.9,401.0,414.0,-22.0,-935.0,-917.0,,-84.2,-6.4,-103.4,-20.1,-12.1,-106.5,-53.3
07-11-2023,49.99,0.033,79.94,6.74,9.3,385.0,9.5,383.0,394.0,-21.4,-921.0,-893.0,,-79.0,-7.8,-95.1,-25.7,-12.7,-126.4,-27.2
08-11-2023,49.98,0.049,75.64,10.71,4.5,188.0,8.4,365.0,351.0,-21.6,-1061.0,-901.0,,-71.6,-13.8,-99.7,-15.6,-17.0,-113.0,-60.9
09-11-2023,49.98,0.059,75.41,13.19,5.0,209.0,8.3,430.0,344.0,-21.7,-932.0,-902.0,,-84.1,-12.1,-103.6,-26.0,-16.9,-118.8,-40.6
10-11-2023,50.02,0.038,72.43,1.97,1.9,78.0,9.0,438.0,373.0,-21.3,-1093.0,-888.0,,-77.3,-15.5,-98.1,-24.3,-16.9,-99.6,-17.7
11-11-2023,50.01,0.059,73.19,4.61,0.5,19.0,10.5,473.0,437.0,-22.8,-1074.0,-950.0,,-59.1,-18.7,-96.5,-7.5,-16.9,-100.8,-26.1
12-11-2023,50.02,0.062,67.88,4.16,-5.2,-216.0,12.0,510.0,499.0,-25.2,-1082.0,-1051.0,,-33.9,-17.4,-96.8,5.4,-16.9,-63.7,-26.3
13-11-2023,50.01,0.044,70.72,7.14,-3.7,-155.0,12.1,542.0,503.0,-24.0,-1084.0,-999.0,,-37.0,-14.5,-98.3,-3.2,-16.9,-54.8,-51.7
14-11-2023,50.0,0.052,71.74,7.88,-1.2,-49.0,12.6,495.0,525.0,-24.1,-1080.0,-1002.0,,-60.2,-6.3,-99.2,-20.9,-4.8,-73.6,-66.4
15-11-2023,50.01,0.034,72.62,3.59,-0.4,-17.0,12.4,585.0,515.0,-24.0,-1075.0,-1000.0,,-82.0,12.5,-102.4,-31.1,13.6,-92.6,-70.0
16-11-2023,50.01,0.039,71.27,5.49,-0.9,-36.0,12.5,532.0,523.0,-24.1,-1071.0,-1003.0,,-84.9,13.8,-98.4,-42.1,16.2,-83.5,-104.6
17-11-2023,50.0,0.045,73.48,8.91,-2.3,-98.0,11.3,506.0,470.0,-12.8,-1057.0,-532.0,,-92.9,19.1,-107.6,-43.7,16.2,-108.9,-114.7
18-11-2023,49.97,0.06,74.09,15.63,-2.5,-103.0,11.1,492.0,461.0,-17.1,-1047.0,-711.0,,-107.3,23.6,-115.2,-45.2,16.0,-115.8,-60.3
19-11-2023,50.01,0.032,76.22,3.76,-1.8,-77.0,12.3,524.0,511.0,-22.3,-1076.0,-927.0,,-111.2,17.7,-111.1,-42.4,16.1,-104.1,-42.5
20-11-2023,50.01,0.031,78.29,1.94,-1.7,-70.0,10.2,464.0,426.0,-23.0,-1078.0,-957.0,,-104.6,15.3,-104.8,-44.0,15.0,-112.1,-88.7
21-11-2023,49.99,0.059,69.27,11.85,-2.2,-92.0,10.3,492.0,430.0,-22.9,-1058.0,-954.0,,-94.4,16.5,-156.7,-49.0,16.0,-105.8,-27.4
22-11-2023,49.99,0.064,72.82,11.04,-3.6,-151.0,8.4,434.0,350.0,-23.0,-1071.0,-958.0,,-102.8,15.5,-152.6,-40.1,14.1,-95.8,-99.2
23-11-2023,49.98,0.042,79.93,8.29,-3.5,-147.0,7.4,449.0,310.0,-23.1,-1059.0,-963.0,,-99.4,15.0,-102.7,-38.6,14.8,-94.3,-42.4
24-11-2023,50.01,0.036,75.5,2.94,-3.9,-162.0,7.5,392.0,311.0,-14.1,-1043.0,-587.0,,-100.0,14.8,-100.8,-43.0,15.3,-115.5,-84.9
25-11-2023,50.01,0.07,67.6,5.3,-3.9,-162.0,7.0,386.0,290.0,-12.6,-580.0,-525.0,,-85.1,15.4,-104.1,-29.2,15.9,-122.5,-22.1
26-11-2023,50.01,0.034,75.25,1.84,-3.5,-145.0,6.1,442.0,253.0,-13.4,-579.0,-557.0,,-82.7,15.3,-84.2,-22.2,16.3,-154.9,-41.9
27-11-2023,50.01,0.07,70.2,8.45,-3.0,-123.0,4.7,294.0,195.0,-13.0,-583.0,-540.0,,-80.1,14.7,-98.9,-24.9,15.6,-161.6,-75.3
28-11-2023,50.02,0.061,67.26,5.67,-4.4,-183.0,4.3,302.0,178.0,-16.4,-1052.0,-681.0,,-67.7,10.2,-112.3,-13.1,13.0,-139.9,-67.3
29-11-2023,50.01,0.042,74.64,3.25,-3.9,-162.0,3.2,252.0,133.0,-23.1,-1061.0,-960.0,,-71.6,5.0,-112.4,-8.2,15.5,-154.0,-79.5
30-11-2023,50.01,0.043,71.86,5.25,-3.3,-136.0,2.7,246.0,113.0,-21.1,-1061.0,-879.0,,-63.5,13.0,-160.5,-6.3,15.5,-159.0,-62.1
01-12-2023,49.99,0.06,73.6,10.45,-4.4,-183.0,1.4,195.0,58.0,-22.4,-1053.0,-933.0,,-58.3,14.1,-112.8,-16.1,16.2,-121.1,-56.7
02-12-2023,50.0,0.042,74.31,5.35,0.2,8.0,1.6,218.0,67.0,-14.9,-1066.0,-619.0,,-55.5,13.5,-114.0,-21.2,16.0,-120.4,-55.9
03-12-2023,50.0,0.04,77.01,5.38,0.2,6.0,1.4,123.0,60.0,-13.5,-587.0,-560.0,,-52.1,13.5,-108.9,-16.6,15.9,-128.6,-62.5
04-12-2023,50.01,0.048,71.35,4.12,-5.0,-210.0,0.3,174.0,14.0,-13.3,-591.0,-553.0,,-59.5,14.1,-103.6,-14.2,16.1,-143.4,-77.6
05-12-2023,49.99,0.054,72.41,9.26,-6.8,-281.0,0.1,122.0,3.0,-13.1,-572.0,-547.0,,-58.3,11.7,-104.2,-17.0,15.5,-147.8,-70.3
06-12-2023,49.98,0.043,80.07,9.39,-5.8,-243.0,-0.7,-45.0,-27.0,-16.7,-1048.0,-697.0,,-63.2,12.6,-102.9,-25.6,16.0,-151.4,-66.8
07-12-2023,49.99,0.095,68.9,13.14,-5.3,-221.0,-2.2,-230.0,-91.0,-22.0,-1045.0,-918.0,,-67.0,12.3,-110.2,-28.2,15.4,-135.0,-74.2
08-12-2023,49.99,0.04,79.93,8.66,-5.6,-235.0,-2.0,-207.0,-82.0,-17.4,-988.0,-723.0,,-69.8,14.7,-108.2,-33.9,15.5,-154.2,-94.4
09-12-2023,50.0,0.03,82.48,5.17,-4.8,-199.0,0.3,81.0,10.0,-20.6,-1038.0,-859.0,,-73.2,13.5,-103.0,-44.9,15.9,-152.1,-92.3
10-12-2023,49.99,0.031,82.72,5.16,-5.5,-230.0,-1.3,-115.0,-52.0,-22.3,-1036.0,-927.0,,-67.9,13.4,-93.6,-27.6,16.1,-147.6,-64.9
11-12-2023,50.0,0.032,76.82,3.59,-5.1,-212.0,-1.7,-225.0,-72.0,-21.4,-1027.0,-890.0,,-67.7,15.3,-97.6,-27.5,15.9,-143.7,-43.3
12-12-2023,49.99,0.038,76.77,6.78,-6.7,-279.0,-2.1,-215.0,-89.0,-20.9,-1028.0,-871.0,,-76.2,12.4,-98.5,-16.3,16.0,-152.8,-45.6
13-12-2023,50.0,0.041,76.99,6.27,-7.3,-306.0,-3.3,252.0,-139.0,-20.8,-1023.0,-867.0,,-74.6,9.9,-88.5,-9.6,16.0,-162.9,-41.6
14-12-2023,49.99,0.042,76.92,8.22,-7.7,-322.0,-3.7,-258.0,-156.0,-20.5,-1022.0,-856.0,,-70.9,9.7,-96.9,-0.4,16.4,-150.1,-45.1
15-12-2023,49.98,0.078,66.89,14.11,-7.5,-314.0,-3.8,-243.0,-158.0,-16.4,-923.0,-685.0,,-70.5,10.4,-106.5,-9.3,15.7,-137.2,-51.0
16-12-2023,50.01,0.041,72.62,5.2,-5.6,-235.0,-2.8,-179.0,-116.0,-18.4,-1016.0,-766.0,,-66.6,15.6,-112.3,0.5,15.7,-127.5,-68.0
17-12-2023,50.03,0.05,66.7,2.6,-3.5,-144.0,-3.3,-224.0,-135.0,-21.3,-1027.0,-886.0,,-57.8,14.2,-103.6,4.8,16.2,-145.2,-38.7
18-12-2023,49.99,0.058,69.25,10.39,-6.6,-275.0,-4.6,-288.0,-190.0,-20.5,-1036.0,-854.0,,-65.2,13.7,-94.1,-15.6,16.3,-140.0,-57.8
19-12-2023,50.0,0.054,68.69,7.74,-6.6,-274.0,-4.9,320.0,-203.0,-20.2,-1038.0,-843.0,,-66.0,14.2,-88.2,-22.0,16.2,-156.7,-102.0
20-12-2023,50.0,0.047,73.29,8.04,-7.8,-323.0,-5.1,-405.0,-212.0,-19.5,-1008.0,-813.0,,-75.8,14.6,-88.4,-24.3,16.2,-159.1,-95.0
21-12-2023,49.98,0.068,75.07,12.8,-7.8,-326.0,-4.5,263.0,-186.0,-19.3,-964.0,-803.0,,-78.5,14.6,-85.0,-22.2,15.7,-148.4,-45.1
22-12-2023,49.97,0.064,74.73,15.51,-7.5,-311.0,-5.4,-332.0,-225.0,-16.6,-948.0,-692.0,,-84.2,15.4,-92.2,-13.1,15.7,-150.9,-87.4
23-12-2023,50.0,0.035,80.41,5.34,-8.3,-348.0,-3.8,-207.0,-160.0,-19.3,-1051.0,-803.0,,-72.2,15.1,-92.4,1.8,15.7,-138.4,-60.7
24-12-2023,49.99,0.057,74.62,8.26,-8.9,-370.0,-4.1,-264.0,-170.0,-21.7,-1040.0,-904.0,,-67.2,15.3,-86.3,0.0,15.7,-136.1,-47.5
25-12-2023,49.97,0.067,72.33,15.87,-8.1,-336.0,-4.7,-274.0,-195.0,-19.3,-981.0,-806.0,,-82.0,14.9,-89.0,6.0,16.3,-165.5,-65.4
26-12-2023,50.0,0.026,83.31,2.55,-8.8,-366.0,-3.8,-192.0,-159.0,-21.3,-1055.0,-889.0,,-89.9,14.3,-85.0,-0.7,16.1,-159.7,-64.5
27-12-2023,50.01,0.032,78.5,3.62,-8.1,-339.0,-3.7,-344.0,-155.0,-21.4,-1039.0,-890.0,,-78.9,14.1,-91.6,-1.2,15.7,-161.6,-54.3
28-12-2023,49.99,0.055,76.39,9.76,-9.4,-391.0,-4.8,-423.0,-200.0,-21.1,-1026.0,-878.0,,-64.1,14.4,-87.5,2.4,15.7,-146.5,-82.9
29-12-2023,50.0,0.03,81.53,3.83,-8.9,-369.0,-4.4,-311.0,-185.0,-17.2,-922.0,-716.0,,-71.6,15.6,-89.5,11.5,16.3,-159.7,-50.9
30-12-2023,49.98,0.066,72.16,13.28,-10.8,-450.0,-4.0,-224.0,-165.0,-18.9,-1038.0,-789.0,,-76.9,14.7,-90.3,4.2,16.1,-168.8,-47.1
31-12-2023,50.01,0.037,74.62,2.89,-10.1,-420.0,-4.2,-304.0,-177.0,-21.4,-1039.0,-892.0,,-75.9,14.7,-84.6,-2.6,15.6,-181.4,-37.5
01-01-2024,50.0,0.062,67.58,9.03,-10.4,-435.0,-5.8,-328.0,-241.0,-17.5,-904.0,-728.0,,-84.8,12.1,-85.2,-4.2,11.8,-186.2,-67.1
02-01-2024,49.99,0.045,78.51,8.95,-10.0,-418.0,-5.7,-372.0,-238.0,-19.6,-907.0,-817.0,,-87.1,10.8,-86.1,-12.6,11.4,-175.9,-102.5
03-01-2024,49.97,0.054,78.52,12.13,-8.9,-369.0,-6.1,-323.0,-253.0,-21.3,-904.0,-885.0,,-88.6,14.5,-86.9,-14.5,16.2,-193.3,-88.9
04-01-2024,49.99,0.038,78.63,7.95,-8.8,-368.0,-6.2,-463.0,-257.0,-20.7,-1026.0,-860.0,,-81.1,11.1,-95.3,-6.6,15.0,-203.8,-72.9
05-01-2024,49.99,0.043,74.66,9.97,-9.0,-377.0,-6.3,-463.0,-264.0,-16.7,-942.0,-694.0,,-85.9,8.5,-86.4,-12.4,10.3,-209.2,-86.6
06-01-2024,50.0,0.06,69.26,9.04,-9.8,-407.0,-6.3,-341.0,-264.0,-18.9,-1023.0,-785.0,,-82.2,12.9,-82.4,-12.4,15.2,-244.0,-58.8
07-01-2024,50.01,0.052,72.09,5.42,-10.7,-446.0,-7.2,-391.0,-301.0,-16.6,-907.0,-693.0,,-68.6,14.4,-74.3,-6.0,14.4,-252.3,-37.0
08-01-2024,49.99,0.061,72.09,10.78,-10.1,-423.0,-7.4,-382.0,-308.0,-19.5,-1039.0,-811.0,,-65.7,13.2,-81.2,1.1,15.3,-237.2,-71.7
09-01-2024,50.02,0.037,72.58,1.6,-10.1,-419.0,-7.7,-403.0,-321.0,-20.8,-1027.0,-868.0,,-65.9,13.0,-118.9,3.4,15.7,-218.7,-85.4
10-01-2024,50.01,0.03,75.73,2.67,-10.4,-431.0,-7.9,-428.0,-330.0,-20.8,-1041.0,-868.0,,-63.2,12.3,-84.6,-0.2,16.3,-209.4,-74.0
11-01-2024,50.02,0.035,72.53,0.57,-10.4,-433.0,-9.1,-400.0,-378.0,-20.8,-1042.0,-866.0,,-68.4,11.4,-83.4,-1.0,15.0,-220.4,-49.5
12-01-2024,50.0,0.044,74.05,5.54,-9.3,-387.0,-7.7,-482.0,-319.0,-16.8,-1072.0,-698.0,,-73.4,13.4,-87.5,-14.8,15.1,-231.6,-38.7
13-01-2024,49.98,0.054,75.37,11.4,-9.3,-388.0,-7.8,-376.0,-325.0,-18.9,-1039.0,-787.0,,-74.8,9.5,-85.2,-27.0,11.1,-211.3,-53.6
14-01-2024,49.99,0.055,74.56,8.29,-12.8,-531.0,-8.4,-393.0,-349.0,-22.0,-938.0,-915.0,,-76.5,15.9,-85.1,-29.5,16.4,-197.6,-51.8
15-01-2024,50.0,0.034,78.8,4.11,-12.1,-505.0,-8.8,-366.0,-366.0,-21.4,-1046.0,-891.0,,-77.4,12.1,-82.5,-11.6,14.9,-203.6,-20.5
16-01-2024,49.99,0.042,74.07,8.78,-10.6,-440.0,-8.1,-413.0,-337.0,-20.7,-1013.0,-863.0,,-73.9,10.8,-125.9,-13.5,14.2,-233.4,-17.1
17-01-2024,49.98,0.052,77.22,9.32,-10.6,-442.0,-9.2,-417.0,-385.0,-18.6,-884.0,-775.0,,-76.6,10.3,-113.7,-15.1,15.6,-219.9,-24.2
18-01-2024,50.01,0.026,81.05,1.71,-11.1,-460.0,-8.1,-467.0,-339.0,-18.9,-895.0,-785.0,,-83.3,9.1,-71.2,-42.5,16.1,-207.7,-82.3
19-01-2024,49.99,0.043,74.73,7.92,-10.3,-428.0,-9.1,-478.0,-380.0,-15.6,-890.0,-650.0,,-89.7,3.1,-67.2,-49.9,10.8,-185.8,-102.2
20-01-2024,50.0,0.028,80.13,3.78,-9.1,-379.0,-9.6,-419.0,-402.0,-17.2,-899.0,-716.0,,-90.4,8.3,-63.0,-49.6,15.7,-188.1,-101.9
21-01-2024,50.01,0.031,79.09,3.48,-12.6,-524.0,-9.9,-599.0,-413.0,-18.4,-894.0,-766.0,,-94.3,9.0,-60.3,-47.8,15.7,-195.6,-62.6
22-01-2024,50.0,0.052,72.06,7.42,-9.5,-394.0,-9.5,-619.0,-397.0,-18.4,-913.0,-765.0,,-96.7,7.9,-66.4,-30.5,16.0,-199.5,-100.2
23-01-2024,49.99,0.042,76.83,9.38,-8.5,-353.0,-9.5,-619.0,-396.0,-19.4,-1035.0,-808.0,,-87.9,9.0,-62.2,-44.4,16.3,-227.8,-111.6
24-01-2024,49.99,0.036,79.61,7.84,-4.7,-195.0,-9.6,-359.0,-399.0,-20.6,-1050.0,-858.0,,-91.1,8.7,-66.5,-34.4,15.7,-214.1,-114.0
25-01-2024,49.99,0.038,76.68,10.25,-4.4,-182.0,-11.3,-668.0,-473.0,-20.7,-1056.0,-863.0,,-94.0,8.6,-64.6,-26.3,15.7,-220.2,-90.3
26-01-2024,50.01,0.04,74.8,5.15,-5.5,-228.0,-12.6,-673.0,-526.0,-17.3,-1049.0,-722.0,,-95.7,7.6,-59.4,-20.2,16.4,-221.4,-66.2
27-01-2024,49.99,0.062,71.24,10.35,-7.9,-329.0,-11.0,-553.0,-458.0,-20.2,-1054.0,-842.0,,-85.0,8.1,-62.1,-21.6,17.2,-219.9,-70.4
